          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1                 WF2              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             1.25000             0.70000             1.00000            15.79242             1.40071             1.96197               11019             0.33627                   0                   1
                   3                  10               32768             1.00000             1.25000             0.80000             1.00000            16.66678             1.96906             3.87720                9991             0.30490                   0                   1
                   3                  10               32768             1.00000             1.30000             0.20000             1.00000            21.73624             4.15067            17.22807               19044             0.58118                   0                   1
                   3                  10               32768             1.00000             1.30000             0.30000             1.00000            16.97234             2.04877             4.19746               16425             0.50125                   0                   1
                   3                  10               32768             1.00000             1.30000             0.40000             1.00000            15.36437             0.86230             0.74356               14452             0.44104                   0                   1
                   3                  10               32768             1.00000             1.30000             0.60000             1.00000            15.25029             0.69124             0.47782               11438             0.34906                   0                   1
                   3                  10               32768             1.00000             1.30000             0.70000             1.00000            15.82821             1.31635             1.73277               10368             0.31641                   0                   1
                   3                  10               32768             1.00000             1.30000             0.80000             1.00000            16.69274             1.95392             3.81779                9319             0.28439                   0                   1
                   3                  10               32768             1.00000             1.35000             0.20000             1.00000            21.75814             4.02447            16.19636               18525             0.56534                   0                   1
                   3                  10               32768             1.00000             1.35000             0.30000             1.00000            17.06365             2.08236             4.33623               15876             0.48450                   0                   1
                   3                  10               32768             1.00000             1.35000             0.40000             1.00000            15.37610             0.85979             0.73924               13874             0.42340                   0                   1
                   3                  10               32768             1.00000             1.35000             0.60000             1.00000            15.22809             0.74853             0.56030               11015             0.33615                   0                   1
                   3                  10               32768             1.00000             1.35000             0.70000             1.00000            15.81167             1.37729             1.89692                9955             0.30380                   0                   1
                   3                  10               32768             1.00000             1.35000             0.80000             1.00000            16.63925             1.88947             3.57010                8708             0.26575                   0                   1
                   3                  10               32768             1.00000             1.40000             0.20000             1.00000            21.59053             3.91583            15.33371               18104             0.55249                   0                   1
                   3                  10               32768             1.00000             1.40000             0.30000             1.00000            16.99672             2.06847             4.27857               15435             0.47104                   0                   1
                   3                  10               32768             1.00000             1.40000             0.40000             1.00000            15.39819             0.92353             0.85290               13288             0.40552                   0                   1
                   3                  10               32768             1.00000             1.40000             0.60000             1.00000            15.29236             0.69562             0.48389               10464             0.31934                   0                   1
                   3                  10               32768             1.00000             1.40000             0.70000             1.00000            15.78709             1.35071             1.82441                9259             0.28256                   0                   1
                   3                  10               32768             1.00000             1.40000             0.80000             1.00000            16.79570             1.88009             3.53473                8420             0.25696                   0                   1
                   3                  10               32768             1.00000             1.45000             0.20000             1.00000            21.60572             4.10912            16.88489               17639             0.53830                   0                   1
                   3                  10               32768             1.00000             1.45000             0.30000             1.00000            17.05113             2.04228             4.17091               14950             0.45624                   0                   1
                   3                  10               32768             1.00000             1.45000             0.40000             1.00000            15.36361             0.87318             0.76244               12804             0.39075                   0                   1
                   3                  10               32768             1.00000             1.45000             0.60000             1.00000            15.25045             0.69762             0.48668                9803             0.29916                   0                   1
                   3                  10               32768             1.00000             1.45000             0.70000             1.00000            15.96731             1.25389             1.57224                8698             0.26544                   0                   1
                   3                  10               32768             1.00000             1.45000             0.80000             1.00000            16.84532             1.82770             3.34047                7809             0.23831                   0                   1
                   3                  10               32768             1.00000             1.50000             0.20000             1.00000            21.65616             4.10764            16.87274               17230             0.52582                   0                   1
                   3                  10               32768             1.00000             1.50000             0.30000             1.00000            17.16041             2.12024             4.49543               14472             0.44165                   0                   1
                   3                  10               32768             1.00000             1.50000             0.40000             1.00000            15.38479             0.89301             0.79747               12354             0.37701                   0                   1
                   3                  10               32768             1.00000             1.50000             0.60000             1.00000            15.23327             0.74430             0.55398                9386             0.28644                   0                   1
                   3                  10               32768             1.00000             1.50000             0.70000             1.00000            16.00977             1.26598             1.60270                8291             0.25302                   0                   1
